date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:48	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:48%20GMT	http://secpriv.wien/team/carlotta/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/carlotta/index.html	(from https://secpriv.wien/)
17:39:48	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:48%20GMT	http://secpriv.wien/team/erkan/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/erkan/index.html	(from https://secpriv.wien/)
17:39:48	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:48%20GMT	http://secpriv.wien/team/lorenzo/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/lorenzo/index.html	(from https://secpriv.wien/)
17:39:48	29076/29076	---M--	200	added ('OK')	application/font-woff	etag:%22618d704e-7194%22	https://secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-500.woff	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-500.woff	(from https://secpriv.wien/css/app.css)
17:39:48	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:49%20GMT	http://secpriv.wien/team/mathias/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/mathias/index.html	(from https://secpriv.wien/)
17:39:48	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:49%20GMT	http://secpriv.wien/team/andreas/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/andreas/index.html	(from https://secpriv.wien/)
17:39:48	55448/55448	---M--	200	added ('OK')	application/octet-stream	etag:%22618d704e-d898%22	https://secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-500.ttf	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-500.ttf	(from https://secpriv.wien/css/app.css)
17:39:49	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:49%20GMT	https://secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regular.eot	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regular.eot	(from https://secpriv.wien/css/app.css)
17:39:50	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:49%20GMT	http://secpriv.wien/team/christopher/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/christopher/index.html	(from https://secpriv.wien/)
17:39:50	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:49%20GMT	http://secpriv.wien/team/johannes/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/johannes/index.html	(from https://secpriv.wien/)
17:39:50	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:49%20GMT	https://secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regular.eot?	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regulard41d.eot	(from https://secpriv.wien/css/app.css)
17:39:50	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:51%20GMT	https://secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regular.woff2	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regular.woff2	(from https://secpriv.wien/css/app.css)
17:39:50	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:51%20GMT	https://secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regular.woff	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regular.woff	(from https://secpriv.wien/css/app.css)
17:39:51	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:51%20GMT	https://secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regular.ttf	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-regular.ttf	(from https://secpriv.wien/css/app.css)
17:39:51	5799/5799	---M--	200	added ('OK')	image/svg+xml	etag:%226217b03a-16a7%22	https://secpriv.wien/assets/w18/1.7.3/images/sprite.svg	C:/Users/ponti/websites/secpriv/secpriv.wien/assets/w18/1.7.3/images/sprite.svg	(from https://secpriv.wien/css/app.css)
17:39:51	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:52%20GMT	https://secpriv.wien/research	C:/Users/ponti/websites/secpriv/secpriv.wien/research	(from https://secpriv.wien/research/)
17:39:52	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:52%20GMT	https://secpriv.wien/publications	C:/Users/ponti/websites/secpriv/secpriv.wien/publications	(from https://secpriv.wien/research/)
17:39:52	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:52%20GMT	https://secpriv.wien/projects	C:/Users/ponti/websites/secpriv/secpriv.wien/projects	(from https://secpriv.wien/research/)
17:39:52	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:52%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/research/)
17:39:52	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:53%20GMT	https://secpriv.wien/research	C:/Users/ponti/websites/secpriv/secpriv.wien/research	(from https://secpriv.wien/publications/)
17:39:53	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:53%20GMT	https://secpriv.wien/publications	C:/Users/ponti/websites/secpriv/secpriv.wien/publications	(from https://secpriv.wien/publications/)
17:39:53	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:53%20GMT	https://secpriv.wien/projects	C:/Users/ponti/websites/secpriv/secpriv.wien/projects	(from https://secpriv.wien/publications/)
17:39:53	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:54%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/publications/)
17:39:53	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:54%20GMT	https://secpriv.wien/research	C:/Users/ponti/websites/secpriv/secpriv.wien/research	(from https://secpriv.wien/projects/)
17:39:54	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:54%20GMT	https://secpriv.wien/publications	C:/Users/ponti/websites/secpriv/secpriv.wien/publications	(from https://secpriv.wien/projects/)
17:39:54	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:54%20GMT	https://secpriv.wien/projects	C:/Users/ponti/websites/secpriv/secpriv.wien/projects	(from https://secpriv.wien/projects/)
17:39:54	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:55%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/projects/)
17:39:54	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:55%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/teaching/)
17:39:55	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:55%20GMT	https://secpriv.wien/team	C:/Users/ponti/websites/secpriv/secpriv.wien/team	(from https://secpriv.wien/team/)
17:39:55	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:55%20GMT	https://secpriv.wien/reach	C:/Users/ponti/websites/secpriv/secpriv.wien/reach	(from https://secpriv.wien/team/)
17:39:55	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:56%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/team/)
17:39:56	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:56%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/team/)
17:39:56	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:56%20GMT	https://secpriv.wien/team	C:/Users/ponti/websites/secpriv/secpriv.wien/team	(from https://secpriv.wien/alumni/)
17:39:56	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:57%20GMT	https://secpriv.wien/reach	C:/Users/ponti/websites/secpriv/secpriv.wien/reach	(from https://secpriv.wien/alumni/)
17:39:56	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:57%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/alumni/)
17:39:57	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:57%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/alumni/)
17:39:57	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:57%20GMT	https://secpriv.wien/team	C:/Users/ponti/websites/secpriv/secpriv.wien/team	(from https://secpriv.wien/reach/)
17:39:57	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:58%20GMT	https://secpriv.wien/reach	C:/Users/ponti/websites/secpriv/secpriv.wien/reach	(from https://secpriv.wien/reach/)
17:39:57	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:58%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/reach/)
17:39:58	104776/104776	---M--	200	added ('OK')	image/jpeg	etag:%2219948-438dd56bd0a40%22	https://www.dbai.tuwien.ac.at/address/pic/map00000.jpg	C:/Users/ponti/websites/secpriv/www.dbai.tuwien.ac.at/address/pic/map00000.jpg	(from https://secpriv.wien/reach/)
17:39:58	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:58%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/reach/)
17:39:58	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:59%20GMT	https://secpriv.wien/team	C:/Users/ponti/websites/secpriv/secpriv.wien/team	(from https://secpriv.wien/contact/)
17:39:59	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:59%20GMT	https://secpriv.wien/reach	C:/Users/ponti/websites/secpriv/secpriv.wien/reach	(from https://secpriv.wien/contact/)
17:39:59	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:59%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/contact/)
17:39:59	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:00%20GMT	https://secpriv.wien/reach	C:/Users/ponti/websites/secpriv/secpriv.wien/reach	(from https://secpriv.wien/contact/)
17:39:59	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:00%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/contact/)
17:40:00	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:00%20GMT	https://secpriv.wien/work	C:/Users/ponti/websites/secpriv/secpriv.wien/work	(from https://secpriv.wien/work/)
17:40:00	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:00%20GMT	https://secpriv.wien/internship	C:/Users/ponti/websites/secpriv/secpriv.wien/internship	(from https://secpriv.wien/work/)
17:40:00	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:00%20GMT	https://secpriv.wien/double	C:/Users/ponti/websites/secpriv/secpriv.wien/double	(from https://secpriv.wien/work/)
17:40:00	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:01%20GMT	https://secpriv.wien/team/georg	C:/Users/ponti/websites/secpriv/secpriv.wien/team/georg	(from https://secpriv.wien/work/)
17:40:01	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:40:01%20GMT	https://secpriv.wien/work/thesis@secpriv.tuwien.ac.at	C:/Users/ponti/websites/secpriv/secpriv.wien/work/thesis@secpriv.tuwien.ac.at	(from https://secpriv.wien/work/)
17:40:01	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:01%20GMT	http://secpriv.wien/team/georg/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/georg/index.html	(from https://secpriv.wien/work/)
17:40:01	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:01%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/work/)
17:40:01	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:01%20GMT	https://secpriv.wien/work	C:/Users/ponti/websites/secpriv/secpriv.wien/work	(from https://secpriv.wien/internship/)
17:40:01	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:02%20GMT	https://secpriv.wien/internship	C:/Users/ponti/websites/secpriv/secpriv.wien/internship	(from https://secpriv.wien/internship/)
17:40:02	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:02%20GMT	https://secpriv.wien/double	C:/Users/ponti/websites/secpriv/secpriv.wien/double	(from https://secpriv.wien/internship/)
17:40:02	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:02%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/internship/)
17:40:02	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:03%20GMT	https://secpriv.wien/work	C:/Users/ponti/websites/secpriv/secpriv.wien/work	(from https://secpriv.wien/double/)
17:40:02	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:03%20GMT	https://secpriv.wien/internship	C:/Users/ponti/websites/secpriv/secpriv.wien/internship	(from https://secpriv.wien/double/)
17:40:03	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:03%20GMT	https://secpriv.wien/double	C:/Users/ponti/websites/secpriv/secpriv.wien/double	(from https://secpriv.wien/double/)
17:40:03	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:03%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/double/)
17:40:03	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:04%20GMT	http://secpriv.wien/robots.txt		(from https://secpriv.wien/)
17:40:04	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:04%20GMT	https://secpriv.wien/ethor	C:/Users/ponti/websites/secpriv/secpriv.wien/ethor	(from https://secpriv.wien/blog/en/ethor-horst/)
17:40:04	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:04%20GMT	http://secpriv.wien/ethor/	C:/Users/ponti/websites/secpriv/secpriv.wien/ethor/index.html	(from https://secpriv.wien/blog/en/ethor-horst/)
17:40:04	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:04%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/blog/en/ethor-horst/)
17:40:04	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:05%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/blog/en/lb-sess-int/)
17:40:05	263273/263273	---M--	200	added ('OK')	image/png	etag:%22629ab0b3-40469%22	https://secpriv.wien/blog/en/tracing-app/overview/app-centralized.png	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/en/tracing-app/overview/app-centralized.png	(from https://secpriv.wien/blog/en/tracing-app/overview/)
17:40:05	200931/200931	---M--	200	added ('OK')	image/png	etag:%22629ab0b3-310e3%22	https://secpriv.wien/blog/en/tracing-app/overview/app-decentralized.png	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/en/tracing-app/overview/app-decentralized.png	(from https://secpriv.wien/blog/en/tracing-app/overview/)
17:40:05	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:05%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/blog/en/tracing-app/overview/)
17:40:05	274665/274665	---M--	200	added ('OK')	image/png	etag:%22629ab0b3-430e9%22	https://secpriv.wien/blog/de/tracing-app/overview/app-centralized.png	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/de/tracing-app/overview/app-centralized.png	(from https://secpriv.wien/blog/de/tracing-app/overview/)
17:40:06	205879/205879	---M--	200	added ('OK')	image/png	etag:%22629ab0b3-32437%22	https://secpriv.wien/blog/de/tracing-app/overview/app-decentralized.png	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/de/tracing-app/overview/app-decentralized.png	(from https://secpriv.wien/blog/de/tracing-app/overview/)
17:40:06	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:40:06%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/blog/de/tracing-app/overview/)
